Sample ID,Type,Raw file name,Comment,Date.extracted,Date.injected,Column,Injection.Order,Ref.to.Use
SM-CLM5L,Study sample,0060_XAV_iHMP2_LIP_SM-CLM5L.raw,,4/5/2017,4/6/2017,1,64,PREFB04
SM-CMUKL,Study sample,0511_XAV_iHMP2_LIP_SM-CMUKL.raw,,4/12/2017,4/13/2017,1,553,PREFB27
SM-CMUKP,Study sample,0087_XAV_iHMP2_LIP_SM-CMUKP.raw,,4/5/2017,4/7/2017,1,94,PREFB05
SM-CNIIF,Study sample,0358_XAV_iHMP2_LIP_SM-CNIIF.raw,,4/10/2017,4/11/2017,1,380,PREFB19
SM-CNW2E,Study sample,0518_XAV_iHMP2_LIP_SM-CNW2E.raw,,4/12/2017,4/13/2017,1,560,PREFB27
SM-COSYB,Study sample,0522_XAV_iHMP2_LIP_SM-COSYB.raw,,4/12/2017,4/13/2017,1,566,PREFB27
SM-CP6EO,Study sample,0136_XAV_iHMP2_LIP_SM-CP6EO.raw,,4/6/2017,4/7/2017,1,141,PREFB08
SM-CQEDG,Study sample,0059_XAV_iHMP2_LIP_SM-CQEDG.raw,,4/5/2017,4/6/2017,1,63,PREFB04
SM-CRP6E,Study sample,0531_XAV_iHMP2_LIP_SM-CRP6E.raw,,4/12/2017,4/14/2017,1,575,PREFB28
SM-CRT7P,Study sample,0443_XAV_iHMP2_LIP_SM-CRT7P.raw,,4/11/2017,4/12/2017,1,480,PREFB23
SM-CSF71,Study sample,0301_XAV_iHMP2_LIP_SM-CSF71.raw,,4/7/2017,4/10/2017,1,316,PREFB16
SM-CSN3P,Study sample,0313_XAV_iHMP2_LIP_SM-CSN3P.raw,,4/10/2017,4/10/2017,1,337,PREFB17
SM-CTLFU,Study sample,0109_XAV_iHMP2_LIP_SM-CTLFU.raw,,4/6/2017,4/7/2017,1,118,PREFB06
SM-CTTKY,Study sample,0527_XAV_iHMP2_LIP_SM-CTTKY.raw,,4/12/2017,4/14/2017,1,571,PREFB27
PREFA02,Pooled reference mixture,0020a_XAV_iHMP2_LIP_PREFA02.raw,,4/5/2017,4/6/2017,1,21,PREFB02
PREFB02,Pooled reference mixture,0020b_XAV_iHMP2_LIP_PREFB02.raw,,4/5/2017,4/6/2017,1,22,PREFB02
PREFA03,Pooled reference mixture,0040a_XAV_iHMP2_LIP_PREFA03.raw,,4/5/2017,4/6/2017,1,43,PREFB03
PREFB03,Pooled reference mixture,0040b_XAV_iHMP2_LIP_PREFB03.raw,,4/5/2017,4/6/2017,1,44,PREFB03
PREFA04,Pooled reference mixture,0060a_XAV_iHMP2_LIP_PREFA04.raw,,4/5/2017,4/6/2017,1,65,PREFB04
PREFB04,Pooled reference mixture,0060b_XAV_iHMP2_LIP_PREFB04.raw,,4/5/2017,4/6/2017,1,66,PREFB04
PREFA05,Pooled reference mixture,0080a_XAV_iHMP2_LIP_PREFA05.raw,,4/5/2017,4/7/2017,1,86,PREFB05
PREFB05,Pooled reference mixture,0080b_XAV_iHMP2_LIP_PREFB05.raw,,4/5/2017,4/7/2017,1,87,PREFB05
PREFA06,Pooled reference mixture,0100a_XAV_iHMP2_LIP_PREFA06.raw,,4/6/2017,4/7/2017,1,108,PREFB06
PREFB06,Pooled reference mixture,0100b_XAV_iHMP2_LIP_PREFB06.raw,,4/6/2017,4/7/2017,1,109,PREFB06
PREFA08,Pooled reference mixture,0140a_XAV_iHMP2_LIP_PREFA08.raw,,4/6/2017,4/8/2017,1,146,PREFB08
PREFB08,Pooled reference mixture,0140b_XAV_iHMP2_LIP_PREFB08.raw,,4/6/2017,4/8/2017,1,147,PREFB08
PREFA09,Pooled reference mixture,0160a_XAV_iHMP2_LIP_PREFA09.raw,,4/6/2017,4/8/2017,1,168,PREFB09
PREFB09,Pooled reference mixture,0160b_XAV_iHMP2_LIP_PREFB09.raw,,4/6/2017,4/8/2017,1,169,PREFB09
PREFA10,Pooled reference mixture,0180a_XAV_iHMP2_LIP_PREFA10.raw,,4/6/2017,4/8/2017,1,190,PREFB10
PREFB10,Pooled reference mixture,0180b_XAV_iHMP2_LIP_PREFB10.raw,,4/6/2017,4/8/2017,1,191,PREFB10
PREFA11,Pooled reference mixture,0200a_XAV_iHMP2_LIP_PREFA11.raw,,4/7/2017,4/8/2017,1,214,PREFB11
PREFB11,Pooled reference mixture,0200b_XAV_iHMP2_LIP_PREFB11.raw,,4/7/2017,4/8/2017,1,215,PREFB11
PREFA12,Pooled reference mixture,0220a_XAV_iHMP2_LIP_PREFA12.raw,,4/7/2017,4/9/2017,1,236,PREFB12
PREFB12,Pooled reference mixture,0220b_XAV_iHMP2_LIP_PREFB12.raw,,4/7/2017,4/9/2017,1,237,PREFB12
PREFA14,Pooled reference mixture,0260a_XAV_iHMP2_LIP_PREFA14.raw,,4/7/2017,4/9/2017,1,278,PREFB14
PREFB14,Pooled reference mixture,0260b_XAV_iHMP2_LIP_PREFB14.raw,,4/7/2017,4/9/2017,1,279,PREFB14
PREFA15,Pooled reference mixture,0280a_XAV_iHMP2_LIP_PREFA15.raw,,4/7/2017,4/10/2017,1,299,PREFB15
PREFB15,Pooled reference mixture,0280b_XAV_iHMP2_LIP_PREFB15.raw,,4/7/2017,4/10/2017,1,300,PREFB15
PREFA16,Pooled reference mixture,0300a_XAV_iHMP2_LIP_PREFA16.raw,,4/7/2017,4/10/2017,1,314,PREFB16
PREFB16,Pooled reference mixture,0300b_XAV_iHMP2_LIP_PREFB16.raw,,4/7/2017,4/10/2017,1,315,PREFB16
PREFA17,Pooled reference mixture,0320a_XAV_iHMP2_LIP_PREFA17.raw,,4/10/2017,4/10/2017,1,344,PREFB17
PREFB17,Pooled reference mixture,0320b_XAV_iHMP2_LIP_PREFB17.raw,,4/10/2017,4/10/2017,1,345,PREFB17
PREFA18,Pooled reference mixture,0340a_XAV_iHMP2_LIP_PREFA18.raw,,4/10/2017,4/11/2017,1,362,PREFB18
PREFB18,Pooled reference mixture,0340b_XAV_iHMP2_LIP_PREFB18.raw,,4/10/2017,4/11/2017,1,363,PREFB18
PREFA19,Pooled reference mixture,0360a_XAV_iHMP2_LIP_PREFA19.raw,,4/10/2017,4/11/2017,1,383,PREFB19
PREFB19,Pooled reference mixture,0360b_XAV_iHMP2_LIP_PREFB19.raw,,4/10/2017,4/11/2017,1,384,PREFB19
PREFA20,Pooled reference mixture,0380a_XAV_iHMP2_LIP_PREFA20.raw,,4/10/2017,4/11/2017,1,404,PREFB20
PREFB20,Pooled reference mixture,0380b_XAV_iHMP2_LIP_PREFB20.raw,,4/10/2017,4/11/2017,1,405,PREFB20
PREFA21,Pooled reference mixture,0400a_XAV_iHMP2_LIP_PREFA21.raw,,4/11/2017,4/12/2017,1,432,PREFB21
PREFB21,Pooled reference mixture,0400b_XAV_iHMP2_LIP_PREFB21.raw,,4/11/2017,4/12/2017,1,433,PREFB21
PREFA22,Pooled reference mixture,0420a_XAV_iHMP2_LIP_PREFA22.raw,,4/11/2017,4/12/2017,1,454,PREFB22
PREFB22,Pooled reference mixture,0420b_XAV_iHMP2_LIP_PREFB22.raw,,4/11/2017,4/12/2017,1,455,PREFB22
PREFA23,Pooled reference mixture,0440a_XAV_iHMP2_LIP_PREFA23.raw,,4/11/2017,4/12/2017,1,476,PREFB23
PREFB23,Pooled reference mixture,0440b_XAV_iHMP2_LIP_PREFB23.raw,,4/11/2017,4/12/2017,1,477,PREFB23
PREFA24,Pooled reference mixture,0460a_XAV_iHMP2_LIP_PREFA24.raw,,4/11/2017,4/13/2017,1,498,PREFB24
PREFB24,Pooled reference mixture,0460b_XAV_iHMP2_LIP_PREFB24.raw,,4/11/2017,4/13/2017,1,499,PREFB24
PREFA25,Pooled reference mixture,0480a_XAV_iHMP2_LIP_PREFA25.raw,,4/12/2017,4/13/2017,1,520,PREFB25
PREFB25,Pooled reference mixture,0480b_XAV_iHMP2_LIP_PREFB25.raw,,4/12/2017,4/13/2017,1,521,PREFB25
PREFA26,Pooled reference mixture,0500a_XAV_iHMP2_LIP_PREFA26.raw,,4/12/2017,4/13/2017,1,542,PREFB26
PREFB26,Pooled reference mixture,0500b_XAV_iHMP2_LIP_PREFB26.raw,,4/12/2017,4/13/2017,1,543,PREFB26
PREFA27,Pooled reference mixture,0520a_XAV_iHMP2_LIP_PREFA27.raw,,4/12/2017,4/13/2017,1,563,PREFB27
PREFB27,Pooled reference mixture,0520b_XAV_iHMP2_LIP_PREFB27.raw,,4/12/2017,4/13/2017,1,564,PREFB27
PREFA28,Pooled reference mixture,0540a_XAV_iHMP2_LIP_PREFA28.raw,,4/12/2017,4/14/2017,1,585,PREFB28
PREFB28,Pooled reference mixture,0540b_XAV_iHMP2_LIP_PREFB28.raw,,4/12/2017,4/14/2017,1,586,PREFB28
PREFA29,Pooled reference mixture,0550a_XAV_iHMP2_LIP_PREFA29.raw,,4/12/2017,4/14/2017,1,594,PREFB29
PREFB29,Pooled reference mixture,0550b_XAV_iHMP2_LIP_PREFB29.raw,,4/12/2017,4/14/2017,1,595,PREFB29
