Sample ID,Type,Raw file name,Comment,Date.extracted,Date.injected,Column,Injection.Order,Ref.to.Use
SM-AGUMC,Study sample,0542_XAV_iHMP2_CMH_SM-AGUMC.raw,,3/9/2017,3/13/2017,2,604,
SM-AGUMK,Study sample,0146_XAV_iHMP2_CMH_SM-AGUMK.raw,,3/1/2017,3/3/2017,1,164,
SM-AGUN1,Study sample,0495_XAV_iHMP2_CMH_SM-AGUN1.raw,,3/9/2017,3/12/2017,2,551,
SM-AGUN5,Study sample,0077_XAV_iHMP2_CMH_SM-AGUN5.raw,,2/28/2017,3/2/2017,1,85,
SM-AGUND,Study sample,0177_XAV_iHMP2_CMH_SM-AGUND.raw,,3/1/2017,3/4/2017,1,197,
SM-AGUNH,Study sample,0468_XAV_iHMP2_CMH_SM-AGUNH.raw,,3/9/2017,3/12/2017,2,522,
SM-AHF2E,Study sample,0063_XAV_iHMP2_CMH_SM-AHF2E.raw,,2/27/2017,3/1/2017,1,71,
SM-AHUNW,Study sample,0391_XAV_iHMP2_CMH_SM-AHUNW.raw,,3/8/2017,3/10/2017,2,437,
SM-AHUO1,Study sample,0488_XAV_iHMP2_CMH_SM-AHUO1.raw,,3/9/2017,3/12/2017,2,544,
SM-AI38G,Study sample,0356_XAV_iHMP2_CMH_SM-AI38G.raw,,3/7/2017,3/9/2017,2,396,
SM-AIG54,Study sample,0332_XAV_iHMP2_CMH_SM-AIG54.raw,,3/7/2017,3/9/2017,2,370,
SM-AIG5S,Study sample,0368_XAV_iHMP2_CMH_SM-AIG5S.raw,,3/7/2017,3/9/2017,2,410,
SM-AIG6P,Study sample,0371_XAV_iHMP2_CMH_SM-AIG6P.raw,,3/7/2017,3/9/2017,2,413,
SM-AIG8M,Study sample,0347_XAV_iHMP2_CMH_SM-AIG8M.raw,,3/7/2017,3/9/2017,2,387,
SM-AIRV5,Study sample,0203_XAV_iHMP2_CMH_SM-AIRV5.raw,,3/2/2017,3/4/2017,1,227,
SM-AJC3J,Study sample,0361_XAV_iHMP2_CMH_SM-AJC3J.raw,,3/7/2017,3/9/2017,2,403,
SM-AJDM5,Study sample,0462_XAV_iHMP2_CMH_SM-AJDM5.raw,,3/9/2017,3/11/2017,2,516,
SM-AK8KS,Study sample,0440_XAV_iHMP2_CMH_SM-AK8KS.raw,,3/8/2017,3/11/2017,2,490,
SM-AK8LH,Study sample,0452_XAV_iHMP2_CMH_SM-AK8LH.raw,,3/9/2017,3/11/2017,2,504,
SM-AKTXS,Study sample,0086_XAV_iHMP2_CMH_SM-AKTXS.raw,,2/28/2017,3/2/2017,1,96,
SM-AKTY5,Study sample,0534_XAV_iHMP2_CMH_SM-AKTY5.raw,,3/9/2017,3/13/2017,2,594,
SM-AKTYH,Study sample,0139_XAV_iHMP2_CMH_SM-AKTYH.raw,,3/1/2017,3/3/2017,1,155,
SM-AKTYL,Study sample,0291_XAV_iHMP2_CMH_SM-AKTYL.raw,,3/6/2017,3/8/2017,2,325,PREFB18
SM-AKTYX,Study sample,0307_XAV_iHMP2_CMH_SM-AKTYX.raw,,3/6/2017,3/8/2017,2,343,
SM-AKTZI,Study sample,0548_XAV_iHMP2_CMH_SM-AKTZI.raw,,3/9/2017,3/13/2017,2,610,
SM-AM1I6,Study sample,0485_XAV_iHMP2_CMH_SM-AM1I6.raw,,3/9/2017,3/12/2017,2,541,
SM-AMR2U,Study sample,0257_XAV_iHMP2_CMH_SM-AMR2U.raw,,3/2/2017,3/5/2017,1,285,PREFB15
SM-AMR37,Study sample,0393_XAV_iHMP2_CMH_SM-AMR37.raw,,3/8/2017,3/10/2017,2,439,
SM-AMR3J,Study sample,0437_XAV_iHMP2_CMH_SM-AMR3J.raw,,3/8/2017,3/11/2017,2,487,
SM-AN5FR,Study sample,0061_XAV_iHMP2_CMH_SM-AN5FR.raw,,2/27/2017,3/1/2017,1,69,
SM-AN5FZ,Study sample,0524_XAV_iHMP2_CMH_SM-AN5FZ.raw,,3/9/2017,3/13/2017,2,584,
SM-APDWQ,Study sample,0243_XAV_iHMP2_CMH_SM-APDWQ.raw,,3/2/2017,3/5/2017,1,271,
SM-APDXF,Study sample,0409_XAV_iHMP2_CMH_SM-APDXF.raw,,3/8/2017,3/10/2017,2,457,
SM-APDY4,Study sample,0182_XAV_iHMP2_CMH_SM-APDY4.raw,,3/1/2017,3/4/2017,1,204,
SM-APR9M,Study sample,0168_XAV_iHMP2_CMH_SM-APR9M.raw,,3/1/2017,3/4/2017,1,188,
SM-APR9Q,Study sample,0506_XAV_iHMP2_CMH_SM-APR9Q.raw,,3/9/2017,3/12/2017,2,564,
SM-AQJXS,Study sample,0520_XAV_iHMP2_CMH_SM-AQJXS.raw,,3/9/2017,3/13/2017,2,578,
SM-ARB69,Study sample,0499_XAV_iHMP2_CMH_SM-ARB69.raw,,3/9/2017,3/12/2017,2,555,
SM-ARMBQ,Study sample,0104_XAV_iHMP2_CMH_SM-ARMBQ.raw,,2/28/2017,3/2/2017,1,116,
SM-ARMBY,Study sample,0525_XAV_iHMP2_CMH_SM-ARMBY.raw,,3/9/2017,3/13/2017,2,585,
SM-ARMC7,Study sample,0329_XAV_iHMP2_CMH_SM-ARMC7.raw,,3/6/2017,3/9/2017,2,367,
SM-ARMCB,Study sample,0292_XAV_iHMP2_CMH_SM-ARMCB.raw,,3/6/2017,3/8/2017,2,326,PREFB18
SM-ARMDG,Study sample,0398_XAV_iHMP2_CMH_SM-ARMDG.raw,,3/8/2017,3/10/2017,2,444,
SM-ARNW1,Study sample,0309_XAV_iHMP2_CMH_SM-ARNW1.raw,,3/6/2017,3/8/2017,2,345,
SM-ARWVG,Study sample,0062_XAV_iHMP2_CMH_SM-ARWVG.raw,,2/27/2017,3/1/2017,1,70,
SM-ASN2R,Study sample,0366_XAV_iHMP2_CMH_SM-ASN2R.raw,,3/7/2017,3/9/2017,2,408,
SM-ASN2Z,Study sample,0464_XAV_iHMP2_CMH_SM-ASN2Z.raw,,3/9/2017,3/12/2017,2,518,
SM-ATLL1,Study sample,0370_XAV_iHMP2_CMH_SM-ATLL1.raw,,3/7/2017,3/9/2017,2,412,
SM-ATVSR,Study sample,0528_XAV_iHMP2_CMH_SM-ATVSR.raw,,3/9/2017,3/13/2017,2,588,
SM-ATVT8,Study sample,0178_XAV_iHMP2_CMH_SM-ATVT8.raw,,3/1/2017,3/4/2017,1,198,
SM-AU2MF,Study sample,0535_XAV_iHMP2_CMH_SM-AU2MF.raw,,3/9/2017,3/13/2017,2,595,
SM-AUNQ5,Study sample,0514_XAV_iHMP2_CMH_SM-AUNQ5.raw,,3/9/2017,3/13/2017,2,572,
SM-AUP8B,Study sample,0407_XAV_iHMP2_CMH_SM-AUP8B.raw,,3/8/2017,3/10/2017,2,455,
SM-AV8JF,Study sample,0360_XAV_iHMP2_CMH_SM-AV8JF.raw,,3/7/2017,3/9/2017,2,400,
SM-AVADD,Study sample,0091_XAV_iHMP2_CMH_SM-AVADD.raw,,2/28/2017,3/2/2017,1,101,
SM-AVADL,Study sample,0229_XAV_iHMP2_CMH_SM-AVADL.raw,,3/2/2017,3/5/2017,1,255,
SM-AVADT,Study sample,0438_XAV_iHMP2_CMH_SM-AVADT.raw,,3/8/2017,3/11/2017,2,488,
SM-AVAE6,Study sample,0354_XAV_iHMP2_CMH_SM-AVAE6.raw,,3/7/2017,3/9/2017,2,394,
SM-AVJBU,Study sample,0489_XAV_iHMP2_CMH_SM-AVJBU.raw,,3/9/2017,3/12/2017,2,545,
SM-AVPGV,Study sample,0017_XAV_iHMP2_CMH_SM-AVPGV.raw,,2/27/2017,2/28/2017,1,19,
SM-AVPGZ,Study sample,0456_XAV_iHMP2_CMH_SM-AVPGZ.raw,,3/9/2017,3/11/2017,2,508,
SM-AVR6W,Study sample,0529_XAV_iHMP2_CMH_SM-AVR6W.raw,,3/9/2017,3/13/2017,2,589,
SM-AVR79,Study sample,0496_XAV_iHMP2_CMH_SM-AVR79.raw,,3/9/2017,3/12/2017,2,552,
SM-AW574,Study sample,0080_XAV_iHMP2_CMH_SM-AW574.raw,,2/28/2017,3/2/2017,1,88,
SM-AWJJY,Study sample,0540_XAV_iHMP2_CMH_SM-AWJJY.raw,,3/9/2017,3/13/2017,2,600,
SM-AWQK7,Study sample,0444_XAV_iHMP2_CMH_SM-AWQK7.raw,,3/8/2017,3/11/2017,2,496,
SM-AXQRD,Study sample,0406_XAV_iHMP2_CMH_SM-AXQRD.raw,,3/8/2017,3/10/2017,2,454,
SM-AXQRH,Study sample,0503_XAV_iHMP2_CMH_SM-AXQRH.raw,,3/9/2017,3/12/2017,2,561,
SM-AXTSZ,Study sample,0138_XAV_iHMP2_CMH_SM-AXTSZ.raw,,3/1/2017,3/3/2017,1,154,
SM-AXTT4,Study sample,0105_XAV_iHMP2_CMH_SM-AXTT4.raw,,2/28/2017,3/2/2017,1,117,
SM-AYMHV,Study sample,0516_XAV_iHMP2_CMH_SM-AYMHV.raw,,3/9/2017,3/13/2017,2,574,
SM-B1JO5,Study sample,0373_XAV_iHMP2_CMH_SM-B1JO5.raw,,3/7/2017,3/9/2017,2,415,
SM-B1JOP,Study sample,0107_XAV_iHMP2_CMH_SM-B1JOP.raw,,2/28/2017,3/2/2017,1,119,
SM-B1SBW,Study sample,0439_XAV_iHMP2_CMH_SM-B1SBW.raw,,3/8/2017,3/11/2017,2,489,
SM-B2OQ7,Study sample,0497_XAV_iHMP2_CMH_SM-B2OQ7.raw,,3/9/2017,3/12/2017,2,553,
SM-B2OQN,Study sample,0491_XAV_iHMP2_CMH_SM-B2OQN.raw,,3/9/2017,3/12/2017,2,547,
SM-B4A4G,Study sample,0191_XAV_iHMP2_CMH_SM-B4A4G.raw,,3/2/2017,3/4/2017,1,213,
SM-B4LHS,Study sample,0441_XAV_iHMP2_CMH_SM-B4LHS.raw,,3/8/2017,3/11/2017,2,493,
SM-B58FG,Study sample,0314_XAV_iHMP2_CMH_SM-B58FG.raw,,3/6/2017,3/8/2017,2,350,
SM-B58G1,Study sample,0018_XAV_iHMP2_CMH_SM-B58G1.raw,,2/27/2017,2/28/2017,1,20,
SM-B5F8Y,Study sample,0359_XAV_iHMP2_CMH_SM-B5F8Y.raw,,3/7/2017,3/9/2017,2,399,
SM-B5F9B,Study sample,0465_XAV_iHMP2_CMH_SM-B5F9B.raw,,3/9/2017,3/12/2017,2,519,
SM-B5ORH,Study sample,0530_XAV_iHMP2_CMH_SM-B5ORH.raw,,3/9/2017,3/13/2017,2,590,
SM-BYMCC,Study sample,0058_XAV_iHMP2_CMH_SM-BYMCC.raw,,2/27/2017,3/1/2017,1,64,
SM-BZ5M6,Study sample,0517_XAV_iHMP2_CMH_SM-BZ5M6.raw,,3/9/2017,3/13/2017,2,575,
SM-BZIQP,Study sample,0532_XAV_iHMP2_CMH_SM-BZIQP.raw,,3/9/2017,3/13/2017,2,592,
SM-BZNKI,Study sample,0537_XAV_iHMP2_CMH_SM-BZNKI.raw,,3/9/2017,3/13/2017,2,597,
SM-BZNLC,Study sample,0541_XAV_iHMP2_CMH_SM-BZNLC.raw,,3/9/2017,3/13/2017,2,603,
SM-BZWMX,Study sample,0090_XAV_iHMP2_CMH_SM-BZWMX.raw,,2/28/2017,3/2/2017,1,100,
SM-C1MZ3,Study sample,0102_XAV_iHMP2_CMH_SM-C1MZ3.raw,,2/28/2017,3/2/2017,1,114,
SM-C1WB2,Study sample,0459_XAV_iHMP2_CMH_SM-C1WB2.raw,,3/9/2017,3/11/2017,2,511,
SM-CE6ZH,Study sample,0504_XAV_iHMP2_CMH_SM-CE6ZH.raw,,3/9/2017,3/12/2017,2,562,
SM-CE9V4,Study sample,0492_XAV_iHMP2_CMH_SM-CE9V4.raw,,3/9/2017,3/12/2017,2,548,
SM-CEFO7,Study sample,0442_XAV_iHMP2_CMH_SM-CEFO7.raw,,3/8/2017,3/11/2017,2,494,
SM-CG7AV,Study sample,0500_XAV_iHMP2_CMH_SM-CG7AV.raw,,3/9/2017,3/12/2017,2,556,
SM-CH32H,Study sample,0505_XAV_iHMP2_CMH_SM-CH32H.raw,,3/9/2017,3/12/2017,2,563,
SM-CH32P,Study sample,0460_XAV_iHMP2_CMH_SM-CH32P.raw,,3/9/2017,3/11/2017,2,512,
SM-CHS72,Study sample,0103_XAV_iHMP2_CMH_SM-CHS72.raw,,2/28/2017,3/2/2017,1,115,
SM-CHS76,Study sample,0372_XAV_iHMP2_CMH_SM-CHS76.raw,,3/7/2017,3/9/2017,2,414,
SM-CHZLQ,Study sample,0466_XAV_iHMP2_CMH_SM-CHZLQ.raw,,3/9/2017,3/12/2017,2,520,
SM-CJ2ZF,Study sample,0436_XAV_iHMP2_CMH_SM-CJ2ZF.raw,,3/8/2017,3/11/2017,2,486,
SM-CJNBH,Study sample,0526_XAV_iHMP2_CMH_SM-CJNBH.raw,,3/9/2017,3/13/2017,2,586,
SM-CKJ6T,Study sample,0521_XAV_iHMP2_CMH_SM-CKJ6T.raw,,3/9/2017,3/13/2017,2,581,
SM-CL4HR,Study sample,0467_XAV_iHMP2_CMH_SM-CL4HR.raw,,3/9/2017,3/12/2017,2,521,
SM-CLM5L,Study sample,0060_XAV_iHMP2_CMH_SM-CLM5L.raw,,2/27/2017,3/1/2017,1,66,
SM-CMUKL,Study sample,0511_XAV_iHMP2_CMH_SM-CMUKL.raw,,3/9/2017,3/13/2017,2,569,
SM-CMUKP,Study sample,0087_XAV_iHMP2_CMH_SM-CMUKP.raw,,2/28/2017,3/2/2017,1,97,
SM-CNIIF,Study sample,0358_XAV_iHMP2_CMH_SM-CNIIF.raw,,3/7/2017,3/9/2017,2,398,
SM-CNW2E,Study sample,0518_XAV_iHMP2_CMH_SM-CNW2E.raw,,3/9/2017,3/13/2017,2,576,
SM-COSYB,Study sample,0522_XAV_iHMP2_CMH_SM-COSYB.raw,,3/9/2017,3/13/2017,2,582,
SM-CP6EO,Study sample,0136_XAV_iHMP2_CMH_SM-CP6EO.raw,,3/1/2017,3/3/2017,1,152,
SM-CQEDG,Study sample,0059_XAV_iHMP2_CMH_SM-CQEDG.raw,,2/27/2017,3/1/2017,1,65,
SM-CRP6E,Study sample,0531_XAV_iHMP2_CMH_SM-CRP6E.raw,,3/9/2017,3/13/2017,2,591,
SM-CRT7P,Study sample,0443_XAV_iHMP2_CMH_SM-CRT7P.raw,,3/8/2017,3/11/2017,2,495,
SM-CSF71,Study sample,0301_XAV_iHMP2_CMH_SM-CSF71-ns.raw,,3/6/2017,3/8/2017,2,337,
SM-CSN3P,Study sample,0313_XAV_iHMP2_CMH_SM-CSN3P.raw,,3/6/2017,3/8/2017,2,349,
SM-CTLFU,Study sample,0109_XAV_iHMP2_CMH_SM-CTLFU.raw,,2/28/2017,3/2/2017,1,121,
SM-CTTKY,Study sample,0527_XAV_iHMP2_CMH_SM-CTTKY.raw,,3/9/2017,3/13/2017,2,587,
PREFA01,Pooled reference mixture,0000d_XAV_iHMP2_CMH_PREFA01.raw,,2/27/2017,2/28/2017,1,1,
PREFB01,Pooled reference mixture,0000e_XAV_iHMP2_CMH_PREFB01.raw,,2/27/2017,2/28/2017,1,2,
PREFA02,Pooled reference mixture,0020a_XAV_iHMP2_CMH_PREFA02.raw,,2/27/2017,2/28/2017,1,23,
PREFB02,Pooled reference mixture,0020b_XAV_iHMP2_CMH_PREFB02.raw,,2/27/2017,2/28/2017,1,24,
PREFA03,Pooled reference mixture,0040a_XAV_iHMP2_CMH_PREFA03.raw,,2/27/2017,3/1/2017,1,45,
PREFB03,Pooled reference mixture,0040b_XAV_iHMP2_CMH_PREFB03.raw,,2/27/2017,3/1/2017,1,46,
PREFA04,Pooled reference mixture,0060a_XAV_iHMP2_CMH_PREFA04.raw,,2/27/2017,3/1/2017,1,67,
PREFB04,Pooled reference mixture,0060b_XAV_iHMP2_CMH_PREFB04.raw,,2/27/2017,3/1/2017,1,68,
PREFA05,Pooled reference mixture,0080a_XAV_iHMP2_CMH_PREFA05.raw,,2/28/2017,3/2/2017,1,89,
PREFB05,Pooled reference mixture,0080b_XAV_iHMP2_CMH_PREFB05.raw,,2/28/2017,3/2/2017,1,90,
PREFA06,Pooled reference mixture,0100a_XAV_iHMP2_CMH_PREFA06.raw,,2/28/2017,3/2/2017,1,111,
PREFB06,Pooled reference mixture,0100b_XAV_iHMP2_CMH_PREFB06.raw,,2/28/2017,3/2/2017,1,112,
PREFA07,Pooled reference mixture,0120a_XAV_iHMP2_CMH_PREFA07.raw,,2/28/2017,3/3/2017,1,133,
PREFB07,Pooled reference mixture,0120b_XAV_iHMP2_CMH_PREFB07.raw,,2/28/2017,3/3/2017,1,134,
PREFA08,Pooled reference mixture,0120d_XAV_iHMP2_CMH_PREFA08.raw,,2/28/2017,3/3/2017,1,135,
PREFB08,Pooled reference mixture,0120e_XAV_iHMP2_CMH_PREFB08.raw,,2/28/2017,3/3/2017,1,136,
PREFA09,Pooled reference mixture,0140a_XAV_iHMP2_CMH_PREFA09.raw,,3/1/2017,3/3/2017,1,157,
PREFB09,Pooled reference mixture,0140b_XAV_iHMP2_CMH_PREFB09.raw,,3/1/2017,3/3/2017,1,158,
PREFA10,Pooled reference mixture,0160a_XAV_iHMP2_CMH_PREFA10.raw,,3/1/2017,3/3/2017,1,179,
PREFB10,Pooled reference mixture,0160b_XAV_iHMP2_CMH_PREFB10.raw,,3/1/2017,3/3/2017,1,180,
PREFA11,Pooled reference mixture,0180a_XAV_iHMP2_CMH_PREFA11.raw,,3/1/2017,3/4/2017,1,201,
PREFB11,Pooled reference mixture,0180b_XAV_iHMP2_CMH_PREFB11.raw,,3/1/2017,3/4/2017,1,202,
PREFA12,Pooled reference mixture,0200a_XAV_iHMP2_CMH_PREFA12.raw,,3/2/2017,3/4/2017,1,223,
PREFB12,Pooled reference mixture,0200b_XAV_iHMP2_CMH_PREFB12.raw,,3/2/2017,3/4/2017,1,224,
PREFA13,Pooled reference mixture,0220a_XAV_iHMP2_CMH_PREFA13.raw,,3/2/2017,3/5/2017,1,245,
PREFB13,Pooled reference mixture,0220b_XAV_iHMP2_CMH_PREFB13.raw,,3/2/2017,3/5/2017,1,246,
PREFA14,Pooled reference mixture,0240a_XAV_iHMP2_CMH_PREFA14.raw,,3/2/2017,3/5/2017,1,267,
PREFB14,Pooled reference mixture,0240b_XAV_iHMP2_CMH_PREFB14.raw,,3/2/2017,3/5/2017,1,268,
PREFA15,Pooled reference mixture,0260a_XAV_iHMP2_CMH_PREFA15.raw,,3/2/2017,3/6/2017,2,289,PREFB15
PREFB15,Pooled reference mixture,0260b_XAV_iHMP2_CMH_PREFB15.raw,,3/2/2017,3/6/2017,2,290,PREFB15
PREFA16,Pooled reference mixture,0260h_XAV_iHMP2_CMH_PREFA16.raw,,3/6/2017,3/7/2017,2,291,PREFB18
PREFB16,Pooled reference mixture,0260i_XAV_iHMP2_CMH_PREFB16.raw,,3/6/2017,3/7/2017,2,292,PREFB18
PREFA17,Pooled reference mixture,0280a_XAV_iHMP2_CMH_PREFA17.raw,,3/6/2017,3/8/2017,2,313,PREFB18
PREFB17,Pooled reference mixture,0280b_XAV_iHMP2_CMH_PREFB17.raw,,3/6/2017,3/8/2017,2,314,PREFB18
PREFA18,Pooled reference mixture,0300a_XAV_iHMP2_CMH_PREFA18.raw,,3/6/2017,3/8/2017,2,335,PREFB18
PREFB18,Pooled reference mixture,0300b_XAV_iHMP2_CMH_PREFB18.raw,,3/6/2017,3/8/2017,2,336,PREFB18
PREFA19,Pooled reference mixture,0320a_XAV_iHMP2_CMH_PREFA19.raw,,3/6/2017,3/8/2017,2,357,
PREFB19,Pooled reference mixture,0320b_XAV_iHMP2_CMH_PREFB19.raw,,3/6/2017,3/8/2017,2,358,
PREFA20,Pooled reference mixture,0340a_XAV_iHMP2_CMH_PREFA20.raw,,3/7/2017,3/9/2017,2,379,
PREFB20,Pooled reference mixture,0340b_XAV_iHMP2_CMH_PREFB20.raw,,3/7/2017,3/9/2017,2,380,
PREFA21,Pooled reference mixture,0360a_XAV_iHMP2_CMH_PREFA21.raw,,3/7/2017,3/9/2017,2,401,
PREFB21,Pooled reference mixture,0360b_XAV_iHMP2_CMH_PREFB21.raw,,3/7/2017,3/9/2017,2,402,
PREFA22,Pooled reference mixture,0380a_XAV_iHMP2_CMH_PREFA22.raw,,3/7/2017,3/10/2017,2,423,
PREFB22,Pooled reference mixture,0380b_XAV_iHMP2_CMH_PREFB22.raw,,3/7/2017,3/10/2017,2,424,
PREFA23,Pooled reference mixture,0380d_XAV_iHMP2_CMH_PREFA23.raw,,3/7/2017,3/10/2017,2,425,
PREFB23,Pooled reference mixture,0380e_XAV_iHMP2_CMH_PREFB23.raw,,3/7/2017,3/10/2017,2,426,
PREFA24,Pooled reference mixture,0400a_XAV_iHMP2_CMH_PREFA24.raw,,3/8/2017,3/10/2017,2,447,
PREFB24,Pooled reference mixture,0400b_XAV_iHMP2_CMH_PREFB24.raw,,3/8/2017,3/10/2017,2,448,
PREFA25,Pooled reference mixture,0420a_XAV_iHMP2_CMH_PREFA25.raw,,3/8/2017,3/11/2017,2,469,
PREFB25,Pooled reference mixture,0420b_XAV_iHMP2_CMH_PREFB25.raw,,3/8/2017,3/11/2017,2,470,
PREFA26,Pooled reference mixture,0440a_XAV_iHMP2_CMH_PREFA26.raw,,3/8/2017,3/11/2017,2,491,
PREFB26,Pooled reference mixture,0440b_XAV_iHMP2_CMH_PREFB26.raw,,3/8/2017,3/11/2017,2,492,
PREFA27,Pooled reference mixture,0460a_XAV_iHMP2_CMH_PREFA27.raw,,3/9/2017,3/11/2017,2,513,
PREFB27,Pooled reference mixture,0460b_XAV_iHMP2_CMH_PREFB27.raw,,3/9/2017,3/11/2017,2,514,
PREFA28,Pooled reference mixture,0480a_XAV_iHMP2_CMH_PREFA28.raw,,3/9/2017,3/12/2017,2,535,
PREFB28,Pooled reference mixture,0480b_XAV_iHMP2_CMH_PREFB28.raw,,3/9/2017,3/12/2017,2,536,
PREFA29,Pooled reference mixture,0500a_XAV_iHMP2_CMH_PREFA29.raw,,3/9/2017,3/12/2017,2,557,
PREFB29,Pooled reference mixture,0500b_XAV_iHMP2_CMH_PREFB29.raw,,3/9/2017,3/12/2017,2,558,
PREFA30,Pooled reference mixture,0520a_XAV_iHMP2_CMH_PREFA30.raw,,3/9/2017,3/13/2017,2,579,
PREFB30,Pooled reference mixture,0520b_XAV_iHMP2_CMH_PREFB30.raw,,3/9/2017,3/13/2017,2,580,
PREFA31,Pooled reference mixture,0540a_XAV_iHMP2_CMH_PREFA31.raw,,3/9/2017,3/13/2017,2,601,
PREFB31,Pooled reference mixture,0540b_XAV_iHMP2_CMH_PREFB31.raw,,3/9/2017,3/13/2017,2,602,
PREFA32,Pooled reference mixture,0550a_XAV_iHMP2_CMH_PREFA32.raw,,3/9/2017,3/13/2017,2,612,
PREFB32,Pooled reference mixture,0550b_XAV_iHMP2_CMH_PREFB32.raw,,3/9/2017,3/13/2017,2,613,
